,Building_Painted,Building Dimension,Building_Type,Geo_Code,Claim,Windows,Building Dimensionis missing,Date_of_Occupancyis missing,Insured_time,Building_Class,Building_category,Building_age
3724,V,632.0,2,62201,1,1,False,False,4,modern,Rural Non-Residential,45.0
3725,V,520.0,2,62201,0,1,False,False,4,modern,Rural Non-Residential,43.0
3726,V,1398.0,2,62201,0,2,False,False,4,modern,Rural Non-Residential,45.0
3727,V,1590.0,2,62201,1,2,False,False,4,modern,Rural Non-Residential,45.0
3728,V,728.0,2,62201,0,2,False,False,4,modern,Rural Non-Residential,48.0
3729,V,2800.0,2,62201,1,2,False,False,4,modern,Rural Non-Residential,42.0
3730,V,1677.0,2,62201,0,1,False,False,4,modern,Rural Non-Residential,43.0
3731,V,1677.0,2,62201,0,1,False,False,3,modern,Rural Non-Residential,46.0
3732,V,1000.0,2,62201,0,1,False,False,4,modern,Rural Non-Residential,15.0
3733,V,1000.0,2,62201,0,1,False,False,4,modern,Rural Non-Residential,17.0
3734,V,1630.0,2,62201,0,0,False,False,4,old,Urban Non-Residential,26.0
3735,V,1630.0,2,62201,0,0,False,False,3,old,Urban Non-Residential,28.0
3736,V,499.0,2,62261,0,1,False,False,4,modern,Rural Non-Residential,5.0
3737,V,1700.0,2,62261,1,2,False,False,4,modern,Rural Non-Residential,5.0
3738,V,1011.0,2,62300,0,1,False,False,4,modern,Rural Non-Residential,6.0
3739,V,991.0,2,62318,0,1,False,False,4,modern,Rural Non-Residential,4.0
3740,V,1750.0,2,62498,0,0,False,False,0,old,Urban Non-Residential,48.543595911004104
3741,V,864.0,2,62516,0,1,False,False,2,modern,Rural Non-Residential,66.0
3742,N,2000.0,2,62571,0,0,False,False,3,old,Urban Non-Residential,28.0
3743,N,800.0,2,62571,0,0,False,False,1,old,Urban Non-Residential,25.0
3744,N,600.0,2,62571,0,0,False,False,4,old,Urban Non-Residential,26.0
3745,N,840.0,2,62571,0,0,False,False,4,old,Urban Non-Residential,33.0
3746,N,2800.0,2,62571,0,0,False,False,4,old,Urban Non-Residential,27.0
3747,N,1050.0,2,62571,0,0,False,False,4,old,Urban Non-Residential,25.0
3748,V,1680.0,2,62571,0,2,False,False,4,modern,Rural Non-Residential,6.0
3749,V,560.0,2,62571,0,0,False,False,4,old,Urban Non-Residential,34.0
3750,V,1500.0,2,62571,0,0,False,False,4,old,Urban Non-Residential,32.0
3751,V,1500.0,2,62571,0,0,False,False,1,old,Urban Non-Residential,33.0
3752,N,580.0,2,62571,1,0,False,False,4,old,Urban Non-Residential,32.0
3753,N,300.0,2,62571,0,0,False,False,4,old,Urban Non-Residential,32.0
3754,V,940.0,2,62571,0,0,False,False,4,old,Urban Non-Residential,33.0
3755,N,600.0,2,62571,0,0,False,False,4,old,Urban Non-Residential,32.0
3756,N,1989.0,2,62643,0,0,False,False,4,old,Urban Non-Residential,32.0
3757,V,1171.0,2,62645,0,1,False,False,4,modern,Rural Non-Residential,5.0
3758,V,2535.0,2,62826,0,3,False,False,2,modern,Rural Non-Residential,34.0
3759,V,1500.0,2,62826,1,4,False,False,4,modern,Rural Non-Residential,38.0
3760,V,820.0,2,62826,0,2,False,False,4,modern,Rural Non-Residential,64.0
3761,V,4400.0,2,62826,0,3,False,False,4,modern,Rural Non-Residential,23.0
3762,V,3350.0,2,62826,0,2,False,False,1,modern,Rural Non-Residential,27.0
3763,V,1300.0,2,62826,0,2,False,False,4,modern,Rural Non-Residential,24.0
3764,V,2200.0,2,62826,0,3,False,False,2,modern,Rural Non-Residential,24.0
3765,V,2200.0,2,62826,1,3,False,False,1,modern,Rural Non-Residential,25.0
3766,V,4250.0,2,62826,0,2,False,False,2,modern,Rural Non-Residential,35.0
3767,V,600.0,2,62826,0,2,False,False,4,modern,Rural Non-Residential,52.0
3768,V,990.0,2,62826,0,2,False,False,4,modern,Rural Non-Residential,54.0
3769,V,3275.0,2,62826,1,0,False,False,4,old,Urban Non-Residential,34.0
3770,V,2400.0,2,62826,1,0,False,False,3,old,Urban Non-Residential,36.0
3771,V,750.0,2,62826,0,2,False,False,4,modern,Rural Non-Residential,24.0
3772,V,750.0,2,62826,0,2,False,False,4,modern,Rural Non-Residential,25.0
3773,V,590.0,2,62826,0,2,False,False,3,modern,Rural Non-Residential,28.0
3774,V,1050.0,2,62826,0,2,False,False,4,modern,Rural Non-Residential,52.0
3775,V,1050.0,2,62826,0,2,False,False,4,modern,Rural Non-Residential,54.0
3776,V,450.0,2,62826,0,1,False,False,1,modern,Rural Non-Residential,28.0
3777,V,480.0,2,62826,0,2,False,False,3,modern,Rural Non-Residential,56.0
3778,V,1700.0,2,62826,0,0,False,False,2,old,Urban Non-Residential,25.0
3779,V,400.0,2,62826,0,2,False,False,1,modern,Rural Non-Residential,26.0
3780,V,280.0,2,62826,1,0,False,False,4,old,Urban Residential,47.543595911004104
3781,V,1600.0,2,62826,0,2,False,False,4,modern,Rural Non-Residential,27.0
3782,V,1400.0,2,62826,0,2,False,False,4,modern,Rural Non-Residential,25.0
3783,V,1220.0,2,62826,0,0,False,False,4,old,Urban Non-Residential,32.0
3784,V,800.0,2,62826,0,0,False,False,0,old,Urban Non-Residential,32.0
3785,V,800.0,2,62826,0,0,False,False,0,old,Urban Non-Residential,33.0
3786,V,965.0,2,62899,0,0,False,False,4,old,Urban Non-Residential,25.0
3787,V,965.0,2,62899,0,0,False,False,3,old,Urban Non-Residential,28.0
3788,N,980.0,2,62916,0,0,False,False,4,old,Urban Non-Residential,25.0
3789,N,900.0,2,62916,0,0,False,False,4,old,Urban Non-Residential,47.543595911004104
3790,V,474.0,2,62916,0,0,False,False,4,old,Urban Non-Residential,24.0
3791,V,465.0,2,62917,0,0,False,False,1,old,Urban Non-Residential,34.0
3792,V,570.0,2,62917,1,0,False,False,4,old,Urban Non-Residential,32.0
3793,N,350.0,2,62917,0,0,False,False,4,old,Urban Non-Residential,52.0
3794,V,1750.0,2,62917,1,0,False,False,4,old,Urban Non-Residential,32.0
3795,V,400.0,1,63014,0,1,False,False,4,modern,Rural Non-Residential,32.0
3796,V,400.0,1,63014,0,1,False,False,3,modern,Rural Non-Residential,36.0
3797,V,420.0,1,63014,0,0,False,False,4,old,Urban Non-Residential,53.0
3798,V,420.0,1,63014,0,0,False,False,4,old,Urban Non-Residential,55.0
3799,V,4827.75,1,63014,0,1,False,False,4,modern,Rural Non-Residential,12.0
3800,N,3500.0,1,63032,0,0,False,False,4,old,Urban Residential,26.0
3801,V,4827.75,1,63032,0,2,False,False,4,modern,Rural Non-Residential,42.0
3802,V,600.0,1,63032,0,2,False,False,4,modern,Rural Non-Residential,22.0
3803,V,600.0,1,63032,0,2,False,False,3,modern,Rural Non-Residential,26.0
3804,V,2985.0,1,63032,0,2,False,False,2,modern,Rural Non-Residential,53.0
3805,V,1050.0,1,63032,0,2,False,False,4,modern,Rural Non-Residential,15.0
3806,V,630.0,1,63032,1,0,False,False,0,old,Urban Residential,49.543595911004104
3807,N,1558.0,1,63070,1,0,False,False,4,old,Urban Non-Residential,25.0
3808,N,1558.0,1,63070,0,0,False,False,3,old,Urban Non-Residential,28.0
3809,V,1200.0,1,63075,0,2,False,False,4,modern,Rural Non-Residential,55.0
3810,V,1800.0,1,63075,0,2,False,False,4,modern,Rural Non-Residential,5.0
3811,V,4575.0,1,63075,0,1,False,False,4,modern,Rural Non-Residential,39.0
3812,V,2250.0,1,63075,1,1,False,False,4,modern,Rural Non-Residential,35.0
3813,V,2250.0,1,63075,0,1,False,False,4,modern,Rural Non-Residential,36.0
3814,V,3781.0,1,63075,1,2,False,False,4,modern,Rural Non-Residential,43.0
3815,V,3500.0,1,63075,1,2,False,False,4,modern,Rural Non-Residential,5.0
3816,V,1400.0,1,63075,1,2,False,False,2,modern,Rural Non-Residential,53.0
3817,V,600.0,1,63075,0,1,False,False,4,modern,Rural Non-Residential,24.0
3818,V,4070.0,1,63075,0,0,False,False,2,old,Urban Non-Residential,33.0
3819,V,1356.0,1,63075,0,0,False,False,4,old,Urban Non-Residential,33.0
3820,V,1356.0,1,63075,0,0,False,False,4,old,Urban Non-Residential,35.0
3821,V,3910.0,1,63075,1,2,False,False,4,modern,Rural Non-Residential,53.0
3822,V,3910.0,1,63075,0,2,False,False,3,modern,Rural Non-Residential,56.0
3823,V,450.0,1,63075,0,2,False,False,4,modern,Rural Non-Residential,62.0
3824,V,450.0,1,63075,0,2,False,False,2,modern,Rural Non-Residential,63.0
3825,V,450.0,1,63075,0,2,False,False,4,modern,Rural Non-Residential,65.0
3826,V,1740.0,1,63075,0,0,False,False,4,old,Urban Non-Residential,33.0
3827,V,2760.0,1,63075,1,2,False,False,4,modern,Rural Non-Residential,45.0
3828,V,3200.0,1,63075,1,2,False,False,4,modern,Rural Non-Residential,33.0
3829,V,3625.0,1,63075,0,1,False,False,4,modern,Rural Non-Residential,16.0
3830,V,1798.0,1,63075,1,2,False,False,4,modern,Rural Non-Residential,53.0
3831,V,2150.0,1,63075,0,2,False,False,4,modern,Rural Non-Residential,29.0
3832,V,2150.0,1,63075,0,2,False,False,2,modern,Rural Non-Residential,30.0
3833,N,4200.0,1,63075,1,0,False,False,3,old,Urban Non-Residential,36.0
3834,V,1330.0,1,63075,1,2,False,False,4,modern,Rural Non-Residential,59.0
3835,V,1330.0,1,63075,0,2,False,False,4,modern,Rural Non-Residential,61.0
3836,V,992.0,1,63075,0,2,False,False,4,modern,Rural Non-Residential,10.0
3837,V,1200.0,1,63103,0,2,False,False,4,modern,Rural Non-Residential,83.0
3838,N,450.0,2,63113,0,0,False,False,4,old,Urban Non-Residential,33.0
3839,N,4100.0,2,63113,1,0,False,False,4,old,Urban Non-Residential,32.0
3840,V,2300.0,2,63113,0,2,False,False,3,modern,Rural Non-Residential,86.0
3841,N,2000.0,2,63113,1,0,False,False,4,old,Urban Non-Residential,24.0
3842,V,2016.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,6.0
3843,V,1500.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,4.0
3844,N,910.0,2,63113,0,0,False,False,4,old,Urban Non-Residential,36.0
3845,N,580.0,2,63113,0,0,False,False,4,old,Urban Non-Residential,25.0
3846,V,3015.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,9.0
3847,V,4827.75,2,63113,1,2,False,False,4,modern,Rural Non-Residential,20.0
3848,V,1554.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,2.0
3849,V,1554.0,2,63113,1,2,False,False,4,modern,Rural Non-Residential,3.0
3850,V,2500.0,2,63113,0,3,False,False,3,modern,Rural Non-Residential,6.0
3851,V,700.0,2,63113,0,1,False,False,4,modern,Rural Non-Residential,85.0
3852,V,3805.0,1,63113,0,2,False,False,4,modern,Rural Non-Residential,46.0
3853,V,2700.0,2,63113,1,1,False,False,4,modern,Rural Non-Residential,47.0
3854,V,2620.0,2,63113,1,2,False,False,4,modern,Rural Non-Residential,3.0
3855,V,600.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,55.0
3856,V,4827.75,2,63113,0,1,False,False,4,modern,Rural Non-Residential,30.0
3857,V,4827.75,2,63113,0,1,False,False,3,modern,Rural Non-Residential,31.0
3858,V,1210.0,1,63113,1,1,False,False,4,modern,Rural Non-Residential,43.0
3859,V,1300.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,12.0
3860,V,650.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,82.0
3861,V,1883.7275304791608,2,63113,0,0,False,False,0,old,Urban Non-Residential,48.543595911004104
3862,V,2050.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,43.0
3863,V,2650.0,2,63113,0,2,False,False,3,modern,Rural Non-Residential,56.0
3864,V,3950.0,1,63113,1,0,False,False,4,old,Urban Non-Residential,32.0
3865,V,800.0,2,63113,0,0,False,False,4,old,Urban Non-Residential,32.0
3866,V,600.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,53.0
3867,V,3100.0,1,63113,0,2,False,False,4,modern,Rural Non-Residential,52.0
3868,V,3100.0,1,63113,0,2,False,False,2,modern,Rural Non-Residential,53.0
3869,V,3100.0,1,63113,0,2,False,False,3,modern,Rural Non-Residential,56.0
3870,V,596.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,23.0
3871,V,1100.0,2,63113,0,2,False,False,2,modern,Rural Non-Residential,53.0
3872,V,900.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,85.0
3873,V,4827.75,1,63113,0,0,False,False,4,old,Urban Non-Residential,49.543595911004104
3874,V,1020.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,52.0
3875,V,222.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,82.0
3876,V,700.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,82.0
3877,V,700.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,83.0
3878,V,1595.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,55.0
3879,V,4827.75,2,63113,1,2,False,False,3,modern,Rural Non-Residential,54.0
3880,V,673.0,2,63113,0,0,False,False,4,old,Urban Non-Residential,54.0
3881,V,673.0,2,63113,0,0,False,False,3,old,Urban Non-Residential,56.0
3882,V,1083.0,2,63113,0,2,False,False,2,modern,Rural Non-Residential,53.0
3883,V,1083.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,54.0
3884,V,1139.0,2,63113,1,2,False,False,2,modern,Rural Non-Residential,52.0
3885,V,4055.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,30.0
3886,V,4055.0,2,63113,1,2,False,False,4,modern,Rural Non-Residential,31.0
3887,V,4400.0,2,63113,1,2,False,False,4,modern,Rural Non-Residential,15.0
3888,V,1500.0,2,63113,0,0,False,False,4,old,Urban Non-Residential,52.0
3889,V,750.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,52.0
3890,V,2500.0,2,63113,0,2,False,False,3,modern,Rural Non-Residential,86.0
3891,N,1142.0,2,63113,0,0,False,False,4,old,Urban Non-Residential,34.0
3892,V,720.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,55.0
3893,V,3664.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,55.0
3894,V,1156.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,15.0
3895,V,4827.75,2,63113,1,1,False,False,4,modern,Rural Non-Residential,32.0
3896,V,1936.0,2,63113,0,3,False,False,3,modern,Rural Non-Residential,86.0
3897,V,1640.0,2,63113,1,0,False,False,4,old,Urban Non-Residential,32.0
3898,V,1130.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,57.0
3899,V,2210.0,2,63113,0,1,False,False,4,modern,Rural Non-Residential,42.0
3900,V,2210.0,2,63113,0,1,False,False,4,modern,Rural Non-Residential,44.0
3901,V,2210.0,2,63113,0,1,False,False,4,modern,Rural Non-Residential,45.0
3902,V,4827.75,2,63113,0,2,False,False,4,modern,Rural Non-Residential,54.0
3903,V,1170.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,84.0
3904,V,1170.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,85.0
3905,V,2700.0,2,63113,0,1,False,False,4,modern,Rural Non-Residential,54.0
3906,V,2700.0,2,63113,0,1,False,False,4,modern,Rural Non-Residential,55.0
3907,V,783.0,2,63113,0,0,False,False,4,old,Urban Non-Residential,33.0
3908,V,2200.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,10.0
3909,N,2000.0,2,63113,0,0,False,False,3,old,Urban Non-Residential,36.0
3910,N,1500.0,2,63113,0,0,False,False,4,old,Urban Non-Residential,32.0
3911,N,700.0,2,63113,0,0,False,False,4,old,Urban Non-Residential,32.0
3912,V,1495.0,2,63113,0,1,False,False,4,modern,Rural Non-Residential,64.0
3913,V,1100.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,12.0
3914,V,1100.0,2,63113,0,2,False,False,3,modern,Rural Non-Residential,13.0
3915,V,4030.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,54.0
3916,N,1187.0,2,63113,0,0,False,False,4,old,Urban Non-Residential,33.0
3917,N,1187.0,2,63113,0,0,False,False,4,old,Urban Non-Residential,36.0
3918,V,2800.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,46.0
3919,V,795.0,2,63113,0,2,False,False,4,modern,Rural Non-Residential,13.0
3920,V,1314.0,1,63113,0,2,False,False,4,modern,Rural Non-Residential,9.0
3921,V,4827.75,1,63124,0,0,False,False,4,old,Urban Non-Residential,35.0
3922,V,4827.75,1,63124,0,0,False,False,3,old,Urban Non-Residential,36.0
3923,N,585.0,1,63178,0,0,False,False,4,old,Urban Non-Residential,48.543595911004104
3924,V,400.0,1,63284,0,1,False,False,4,modern,Rural Non-Residential,2.0
3925,V,1389.0,1,63300,0,1,False,False,4,modern,Rural Non-Residential,25.0
3926,N,400.0,1,63300,0,0,False,False,2,old,Urban Non-Residential,33.0
3927,V,4827.75,1,63308,0,2,False,False,4,modern,Rural Non-Residential,49.0
3928,N,1200.0,1,63430,0,0,False,False,3,old,Urban Non-Residential,56.0
3929,V,380.0,1,63470,0,2,False,False,4,modern,Rural Non-Residential,53.0
3930,V,2586.0,2,64024,0,1,False,False,4,modern,Rural Non-Residential,7.0
3931,N,800.0,2,64024,0,0,False,False,4,old,Urban Non-Residential,26.0
3932,N,2900.0,2,64024,0,0,False,False,4,old,Urban Non-Residential,24.0
3933,N,2900.0,2,64024,0,0,False,False,4,old,Urban Non-Residential,25.0
3934,N,3473.0,2,64024,0,0,False,False,0,old,Urban Non-Residential,33.0
3935,N,1776.0,2,64024,0,0,False,False,4,old,Urban Non-Residential,26.0
3936,N,2157.0,2,64024,1,0,False,False,4,old,Urban Non-Residential,27.0
3937,N,1020.0,2,64024,0,0,False,False,4,old,Urban Non-Residential,24.0
3938,N,1323.0,2,64024,1,0,False,False,3,old,Urban Non-Residential,36.0
3939,N,1376.0,2,64024,0,0,False,False,4,old,Urban Residential,33.0
3940,V,1784.0,2,64024,1,2,False,False,4,modern,Rural Non-Residential,48.0
3941,V,1784.0,2,64024,1,2,False,False,4,modern,Rural Non-Residential,51.0
3942,V,1820.0,2,64024,0,2,False,False,4,modern,Rural Residential,20.0
3943,V,2000.0,2,64024,0,2,False,False,4,modern,Rural Non-Residential,5.0
3944,V,280.0,2,64024,0,0,False,False,4,old,Urban Non-Residential,47.543595911004104
3945,V,4827.75,2,64024,1,1,False,False,4,modern,Rural Residential,14.0
3946,V,4827.75,2,64024,0,1,False,False,3,modern,Rural Residential,18.0
3947,N,3496.0,2,64102,0,0,False,False,3,old,Urban Non-Residential,28.0
3948,N,4827.75,2,64102,1,0,False,False,4,old,Urban Non-Residential,24.0
3949,N,690.0,2,64102,0,0,False,False,4,old,Urban Non-Residential,27.0
3950,N,4118.0,2,64102,1,0,False,False,4,old,Urban Non-Residential,25.0
3951,N,4827.75,2,64102,0,0,False,False,4,old,Urban Non-Residential,24.0
3952,V,4827.75,2,64102,1,2,False,False,4,modern,Rural Non-Residential,4.0
3953,V,2015.0,2,64102,0,1,False,False,4,modern,Rural Non-Residential,4.0
3954,V,2015.0,2,64102,0,1,False,False,4,modern,Rural Non-Residential,5.0
3955,V,579.0,2,64102,0,1,False,False,4,modern,Rural Non-Residential,4.0
3956,V,4827.75,2,64102,1,2,False,False,4,modern,Rural Non-Residential,3.0
3957,V,4827.75,2,64102,0,2,False,False,4,modern,Rural Non-Residential,4.0
3958,V,4827.75,2,64102,1,2,False,False,3,modern,Rural Non-Residential,6.0
3959,V,4300.0,2,64102,1,2,False,False,4,modern,Rural Residential,24.0
3960,V,2750.0,2,64102,0,2,False,False,4,modern,Rural Residential,54.0
3961,V,2750.0,2,64102,0,2,False,False,4,modern,Rural Residential,55.0
3962,V,397.0,2,64102,0,1,False,False,1,modern,Rural Residential,63.0
3963,V,2440.0,2,64102,1,0,False,False,4,old,Urban Non-Residential,33.0
3964,V,300.0,2,64102,0,0,False,False,4,old,Urban Non-Residential,53.0
3965,V,530.0,2,64102,0,1,False,False,3,modern,Rural Non-Residential,46.0
3966,V,194.0,2,64102,0,1,False,False,4,modern,Rural Non-Residential,55.0
3967,N,750.0,2,64102,0,0,False,False,4,old,Urban Residential,52.0
3968,V,391.0,2,64122,0,1,False,False,2,modern,Rural Non-Residential,83.0
3969,N,900.0,2,64122,0,0,False,False,4,old,Urban Non-Residential,34.0
3970,N,510.0,2,64122,0,0,False,False,4,old,Urban Non-Residential,54.0
3971,N,510.0,2,64122,0,0,False,False,4,old,Urban Non-Residential,56.0
3972,N,600.0,2,64122,0,0,False,False,4,old,Urban Non-Residential,34.0
3973,N,600.0,2,64122,0,0,False,False,3,old,Urban Non-Residential,36.0
3974,V,4827.75,2,64122,1,4,False,False,3,modern,Rural Non-Residential,66.0
3975,N,400.0,2,64122,0,0,False,False,4,old,Urban Non-Residential,52.0
3976,N,250.0,2,64122,0,0,False,False,4,old,Urban Non-Residential,52.0
3977,N,250.0,2,64122,0,0,False,False,3,old,Urban Non-Residential,56.0
3978,N,1084.0,2,64122,0,0,False,False,4,old,Urban Non-Residential,52.0
3979,N,443.0,2,64122,0,0,False,False,4,old,Urban Non-Residential,54.0
3980,N,1729.0,2,64122,0,0,False,False,0,old,Urban Non-Residential,25.0
3981,N,540.0,2,64122,0,0,False,False,4,old,Urban Non-Residential,26.0
3982,N,1200.0,2,64122,0,0,False,False,4,old,Urban Non-Residential,35.0
3983,N,1200.0,2,64122,0,0,False,False,3,old,Urban Non-Residential,36.0
3984,N,250.0,2,64122,0,0,False,False,4,old,Urban Non-Residential,32.0
3985,V,280.0,2,64122,0,0,False,False,4,old,Urban Non-Residential,47.543595911004104
3986,V,320.0,2,64122,1,1,False,False,4,modern,Rural Non-Residential,82.0
3987,V,330.0,2,64122,1,1,False,False,4,modern,Rural Non-Residential,82.0
3988,V,210.0,2,64122,0,1,False,False,2,modern,Rural Non-Residential,83.0
3989,V,950.0,2,64122,1,2,False,False,4,modern,Rural Non-Residential,38.0
3990,V,1320.0,2,64122,1,1,False,False,4,modern,Rural Residential,83.0
3991,V,3050.0,2,64122,0,3,False,False,4,modern,Rural Residential,44.0
3992,V,575.0,2,64122,0,1,False,False,4,modern,Rural Residential,86.0
3993,V,4040.0,2,64122,1,1,False,False,4,modern,Rural Residential,84.0
3994,V,2900.0,2,64122,0,2,False,False,4,modern,Rural Non-Residential,85.0
3995,V,1100.0,2,64122,0,3,False,False,1,modern,Rural Non-Residential,37.0
3996,V,1100.0,2,64122,0,3,False,False,4,modern,Rural Non-Residential,39.0
3997,V,620.0,2,64122,0,2,False,False,4,modern,Rural Residential,44.0
3998,V,714.0,2,64122,1,1,False,False,4,modern,Rural Residential,48.0
3999,V,676.0,2,64122,0,0,False,False,2,old,Urban Non-Residential,54.0
4000,V,950.0,2,64122,0,2,False,False,4,modern,Rural Non-Residential,14.0
4001,V,350.0,2,64122,0,0,False,False,1,old,Urban Non-Residential,48.543595911004104
4002,V,710.0,2,64122,0,2,False,False,4,modern,Rural Non-Residential,64.0
4003,V,1832.0,2,64122,0,0,False,False,4,old,Urban Non-Residential,49.543595911004104
4004,V,388.0,2,64122,0,0,False,False,2,old,Urban Non-Residential,53.0
4005,N,240.0,2,64122,0,0,False,False,4,old,Urban Residential,52.0
4006,N,240.0,2,64122,0,0,False,False,2,old,Urban Residential,54.0
4007,V,950.0,2,64122,0,0,False,False,4,old,Urban Non-Residential,52.0
4008,V,950.0,2,64122,0,0,False,False,3,old,Urban Non-Residential,56.0
4009,N,400.0,2,64122,0,0,False,False,2,old,Urban Residential,53.0
4010,V,400.0,2,64122,0,1,False,False,4,modern,Rural Residential,82.0
4011,N,600.0,2,64122,1,0,False,False,2,old,Urban Non-Residential,24.0
4012,V,250.0,2,64122,0,0,False,False,1,old,Urban Residential,25.0
4013,V,830.0,2,64125,0,1,False,False,4,modern,Rural Residential,27.0
4014,N,2285.0,2,64129,0,0,False,False,4,old,Urban Non-Residential,52.0
4015,V,4400.0,2,64129,1,2,False,False,3,modern,Rural Non-Residential,14.0
4016,V,750.0,2,64129,0,0,False,False,3,old,Urban Non-Residential,28.0
4017,N,2900.0,2,64129,0,0,False,False,2,old,Urban Non-Residential,26.0
4018,N,2900.0,2,64129,0,0,False,False,3,old,Urban Non-Residential,27.0
4019,V,920.0,2,64140,0,0,False,False,4,old,Urban Non-Residential,27.0
4020,V,1330.0,2,64140,0,0,False,False,4,old,Urban Non-Residential,24.0
4021,N,770.0,2,64160,0,0,False,False,4,old,Urban Non-Residential,24.0
4022,N,1518.0,2,64160,0,0,False,False,4,old,Urban Non-Residential,27.0
4023,V,4400.0,2,64160,0,1,False,False,1,modern,Rural Non-Residential,40.0
4024,V,850.0,2,64160,0,1,False,False,2,modern,Rural Non-Residential,42.0
4025,V,1543.0,3,64189,0,0,False,False,4,old,Urban Non-Residential,27.0
4026,V,2412.0,3,64189,0,2,False,False,4,modern,Rural Non-Residential,5.0
4027,V,2412.0,3,64189,1,2,False,False,3,modern,Rural Non-Residential,6.0
4028,V,2064.0,3,64189,0,0,False,False,4,old,Urban Non-Residential,49.543595911004104
4029,V,4433.0,3,64189,1,0,False,False,4,old,Urban Non-Residential,47.543595911004104
4030,V,4433.0,3,64189,0,0,False,False,0,old,Urban Non-Residential,48.543595911004104
4031,V,375.0,3,64189,0,1,False,False,3,modern,Rural Non-Residential,86.0
4032,N,1617.0,3,64189,0,0,False,False,3,old,Urban Non-Residential,28.0
4033,V,650.0,2,64191,0,1,False,False,3,modern,Rural Non-Residential,62.0
4034,V,300.0,2,64237,0,0,False,False,4,old,Urban Non-Residential,25.0
4035,N,440.0,2,64249,0,0,False,False,4,old,Urban Non-Residential,53.0
4036,N,544.0,2,64249,0,0,False,False,3,old,Urban Non-Residential,28.0
4037,V,1222.0,2,64249,1,0,False,False,4,old,Urban Non-Residential,48.543595911004104
4038,V,2427.0,2,64249,0,0,False,False,4,old,Urban Non-Residential,49.543595911004104
4039,V,240.0,2,64249,0,1,False,False,4,modern,Rural Non-Residential,64.0
4040,N,475.0,2,64249,0,0,False,False,4,old,Urban Non-Residential,48.543595911004104
4041,N,475.0,2,64249,0,0,False,False,2,old,Urban Non-Residential,51.543595911004104
4042,V,663.0,2,64256,1,0,False,False,4,old,Urban Non-Residential,55.0
4043,V,4827.75,2,64260,1,2,False,False,1,modern,Rural Non-Residential,26.0
4044,V,1350.0,2,64260,0,2,False,False,4,modern,Rural Non-Residential,41.0
4045,V,1350.0,2,64260,0,2,False,False,4,modern,Rural Non-Residential,43.0
4046,V,4827.75,2,64348,1,2,False,False,2,modern,Rural Non-Residential,4.0
4047,N,956.0,2,64407,0,0,False,False,4,old,Urban Non-Residential,54.0
4048,N,956.0,2,64407,0,0,False,False,4,old,Urban Non-Residential,55.0
4049,V,1800.0,2,64407,0,1,False,False,4,modern,Rural Non-Residential,10.0
4050,V,1576.0,2,64417,1,2,False,False,4,modern,Rural Non-Residential,84.0
4051,V,1576.0,2,64417,1,2,False,False,4,modern,Rural Non-Residential,85.0
4052,V,340.0,2,64422,0,1,False,False,4,modern,Rural Non-Residential,55.0
4053,V,1200.0,2,64422,1,2,False,False,4,modern,Rural Non-Residential,84.0
4054,V,1445.0,2,64422,0,2,False,False,4,modern,Rural Non-Residential,45.0
4055,N,1500.0,2,64422,0,0,False,False,2,old,Urban Non-Residential,48.543595911004104
4056,V,1000.0,2,64422,0,2,False,False,4,modern,Rural Non-Residential,44.0
4057,V,1000.0,2,64422,1,2,False,False,4,modern,Rural Non-Residential,45.0
4058,V,1650.0,2,64422,1,2,False,False,4,modern,Rural Non-Residential,37.0
4059,V,3007.0,2,64422,0,2,False,False,4,modern,Rural Non-Residential,9.0
4060,V,1560.0,2,64430,0,1,False,False,4,modern,Rural Non-Residential,8.0
